region_name,region_type,parent_region_code,region_code,region_code_level,region_code_type,leaf_region_code,country_iso_3166-1_alpha-2,country_iso_3166-1_alpha-3,country_iso_3166-1_numeric,level_1_region_code,level_2_region_code,level_3_region_code,datacommons_name,datacommons_id,wikidata_id
Ferry County,county,US-WA,US-WA-53019,3,fips_6-4,53019,US,USA,840,USA,US-WA,US-WA-53019,Ferry County,geoId/53019,Q493228
Fayette County,county,US-WV,US-WV-54019,3,fips_6-4,54019,US,USA,840,USA,US-WV,US-WV-54019,Fayette County,geoId/54019,Q504830
Clark County,county,US-WI,US-WI-55019,3,fips_6-4,55019,US,USA,840,USA,US-WI,US-WI-55019,Clark County,geoId/55019,Q494958
Johnson County,county,US-WY,US-WY-56019,3,fips_6-4,56019,US,USA,840,USA,US-WY,US-WY-56019,Johnson County,geoId/56019,Q484268
Barranquitas Municipio,county,US-PR,US-PR-72019,3,fips_6-4,72019,US,USA,840,USA,US-PR,US-PR-72019,Barranquitas,geoId/72019,Q2485615
Anchorage Municipality,county,US-AK,US-AK-02020,3,fips_6-4,02020,US,USA,840,USA,US-AK,US-AK-02020,Anchorage,geoId/02020,Q39450
Chilton County,county,US-AL,US-AL-01021,3,fips_6-4,01021,US,USA,840,USA,US-AL,US-AL-01021,Chilton County,geoId/01021,Q111266
Pinal County,county,US-AZ,US-AZ-04021,3,fips_6-4,04021,US,USA,840,USA,US-AZ,US-AZ-04021,Pinal County,geoId/04021,Q58712
Clay County,county,US-AR,US-AR-05021,3,fips_6-4,05021,US,USA,840,USA,US-AR,US-AR-05021,Clay County,geoId/05021,Q61330
Glenn County,county,US-CA,US-CA-06021,3,fips_6-4,06021,US,USA,840,USA,US-CA,US-CA-06021,Glenn County,geoId/06021,Q271601
Conejos County,county,US-CO,US-CO-08021,3,fips_6-4,08021,US,USA,840,USA,US-CO,US-CO-08021,Conejos County,geoId/08021,Q312455
Collier County,county,US-FL,US-FL-12021,3,fips_6-4,12021,US,USA,840,USA,US-FL,US-FL-12021,Collier County,geoId/12021,Q488531
Bibb County,county,US-GA,US-GA-13021,3,fips_6-4,13021,US,USA,840,USA,US-GA,US-GA-13021,Bibb County,geoId/13021,Q488171
Boundary County,county,US-ID,US-ID-16021,3,fips_6-4,16021,US,USA,840,USA,US-ID,US-ID-16021,Boundary County,geoId/16021,Q486366
Christian County,county,US-IL,US-IL-17021,3,fips_6-4,17021,US,USA,840,USA,US-IL,US-IL-17021,Christian County,geoId/17021,Q111686
Clay County,county,US-IN,US-IN-18021,3,fips_6-4,18021,US,USA,840,USA,US-IN,US-IN-18021,Clay County,geoId/18021,Q499542
Buena Vista County,county,US-IA,US-IA-19021,3,fips_6-4,19021,US,USA,840,USA,US-IA,US-IA-19021,Buena Vista County,geoId/19021,Q111957
Cherokee County,county,US-KS,US-KS-20021,3,fips_6-4,20021,US,USA,840,USA,US-KS,US-KS-20021,Cherokee County,geoId/20021,Q376640
Boyle County,county,US-KY,US-KY-21021,3,fips_6-4,21021,US,USA,840,USA,US-KY,US-KY-21021,Boyle County,geoId/21021,Q486920
Caldwell Parish,county,US-LA,US-LA-22021,3,fips_6-4,22021,US,USA,840,USA,US-LA,US-LA-22021,Caldwell Parish,geoId/22021,Q205715
Piscataquis County,county,US-ME,US-ME-23021,3,fips_6-4,23021,US,USA,840,USA,US-ME,US-ME-23021,Piscataquis County,geoId/23021,Q507244
Frederick County,county,US-MD,US-MD-24021,3,fips_6-4,24021,US,USA,840,USA,US-MD,US-MD-24021,Frederick County,geoId/24021,Q501345
Norfolk County,county,US-MA,US-MA-25021,3,fips_6-4,25021,US,USA,840,USA,US-MA,US-MA-25021,Norfolk County,geoId/25021,Q54079
Berrien County,county,US-MI,US-MI-26021,3,fips_6-4,26021,US,USA,840,USA,US-MI,US-MI-26021,Berrien County,geoId/26021,Q167656
Cass County,county,US-MN,US-MN-27021,3,fips_6-4,27021,US,USA,840,USA,US-MN,US-MN-27021,Cass County,geoId/27021,Q111421
Claiborne County,county,US-MS,US-MS-28021,3,fips_6-4,28021,US,USA,840,USA,US-MS,US-MS-28021,Claiborne County,geoId/28021,Q492488
Buchanan County,county,US-MO,US-MO-29021,3,fips_6-4,29021,US,USA,840,USA,US-MO,US-MO-29021,Buchanan County,geoId/29021,Q484629
Dawson County,county,US-MT,US-MT-30021,3,fips_6-4,30021,US,USA,840,USA,US-MT,US-MT-30021,Dawson County,geoId/30021,Q490762
Burt County,county,US-NE,US-NE-31021,3,fips_6-4,31021,US,USA,840,USA,US-NE,US-NE-31021,Burt County,geoId/31021,Q113041
Mineral County,county,US-NV,US-NV-32021,3,fips_6-4,32021,US,USA,840,USA,US-NV,US-NV-32021,Mineral County,geoId/32021,Q203022
Mercer County,county,US-NJ,US-NJ-34021,3,fips_6-4,34021,US,USA,840,USA,US-NJ,US-NJ-34021,Mercer County,geoId/34021,Q496886
Harding County,county,US-NM,US-NM-35021,3,fips_6-4,35021,US,USA,840,USA,US-NM,US-NM-35021,Harding County,geoId/35021,Q484465
Columbia County,county,US-NY,US-NY-36021,3,fips_6-4,36021,US,USA,840,USA,US-NY,US-NY-36021,Columbia County,geoId/36021,Q115200
Buncombe County,county,US-NC,US-NC-37021,3,fips_6-4,37021,US,USA,840,USA,US-NC,US-NC-37021,Buncombe County,geoId/37021,Q504360
Dickey County,county,US-ND,US-ND-38021,3,fips_6-4,38021,US,USA,840,USA,US-ND,US-ND-38021,Dickey County,geoId/38021,Q28488
Champaign County,county,US-OH,US-OH-39021,3,fips_6-4,39021,US,USA,840,USA,US-OH,US-OH-39021,Champaign County,geoId/39021,Q389573
Cherokee County,county,US-OK,US-OK-40021,3,fips_6-4,40021,US,USA,840,USA,US-OK,US-OK-40021,Cherokee County,geoId/40021,Q491633
Gilliam County,county,US-OR,US-OR-41021,3,fips_6-4,41021,US,USA,840,USA,US-OR,US-OR-41021,Gilliam County,geoId/41021,Q484685
Cambria County,county,US-PA,US-PA-42021,3,fips_6-4,42021,US,USA,840,USA,US-PA,US-PA-42021,Cambria County,geoId/42021,Q490077
Cherokee County,county,US-SC,US-SC-45021,3,fips_6-4,45021,US,USA,840,USA,US-SC,US-SC-45021,Cherokee County,geoId/45021,Q619609
Campbell County,county,US-SD,US-SD-46021,3,fips_6-4,46021,US,USA,840,USA,US-SD,US-SD-46021,Campbell County,geoId/46021,Q489106
Cheatham County,county,US-TN,US-TN-47021,3,fips_6-4,47021,US,USA,840,USA,US-TN,US-TN-47021,Cheatham County,geoId/47021,Q495072
Bastrop County,county,US-TX,US-TX-48021,3,fips_6-4,48021,US,USA,840,USA,US-TX,US-TX-48021,Bastrop County,geoId/48021,Q108436
Iron County,county,US-UT,US-UT-49021,3,fips_6-4,49021,US,USA,840,USA,US-UT,US-UT-49021,Iron County,geoId/49021,Q26723
Rutland County,county,US-VT,US-VT-50021,3,fips_6-4,50021,US,USA,840,USA,US-VT,US-VT-50021,Rutland County,geoId/50021,Q513878
Bland County,county,US-VA,US-VA-51021,3,fips_6-4,51021,US,USA,840,USA,US-VA,US-VA-51021,Bland County,geoId/51021,Q495112
Franklin County,county,US-WA,US-WA-53021,3,fips_6-4,53021,US,USA,840,USA,US-WA,US-WA-53021,Franklin County,geoId/53021,Q118716
Gilmer County,county,US-WV,US-WV-54021,3,fips_6-4,54021,US,USA,840,USA,US-WV,US-WV-54021,Gilmer County,geoId/54021,Q504842
Columbia County,county,US-WI,US-WI-55021,3,fips_6-4,55021,US,USA,840,USA,US-WI,US-WI-55021,Columbia County,geoId/55021,Q493529
Laramie County,county,US-WY,US-WY-56021,3,fips_6-4,56021,US,USA,840,USA,US-WY,US-WY-56021,Laramie County,geoId/56021,Q483982
Bayamón Municipio,county,US-PR,US-PR-72021,3,fips_6-4,72021,US,USA,840,USA,US-PR,US-PR-72021,Bayamón Municipio,geoId/72021,Q739675
Choctaw County,county,US-AL,US-AL-01023,3,fips_6-4,01023,US,USA,840,USA,US-AL,US-AL-01023,Choctaw County,geoId/01023,Q111254
Santa Cruz County,county,US-AZ,US-AZ-04023,3,fips_6-4,04023,US,USA,840,USA,US-AZ,US-AZ-04023,Santa Cruz County,geoId/04023,Q58689
Cleburne County,county,US-AR,US-AR-05023,3,fips_6-4,05023,US,USA,840,USA,US-AR,US-AR-05023,Cleburne County,geoId/05023,Q61039
Humboldt County,county,US-CA,US-CA-06023,3,fips_6-4,06023,US,USA,840,USA,US-CA,US-CA-06023,Humboldt County,geoId/06023,Q109651
Costilla County,county,US-CO,US-CO-08023,3,fips_6-4,08023,US,USA,840,USA,US-CO,US-CO-08023,Costilla County,geoId/08023,Q311897
Columbia County,county,US-FL,US-FL-12023,3,fips_6-4,12023,US,USA,840,USA,US-FL,US-FL-12023,Columbia County,geoId/12023,Q173867
Bleckley County,county,US-GA,US-GA-13023,3,fips_6-4,13023,US,USA,840,USA,US-GA,US-GA-13023,Bleckley County,geoId/13023,Q486843
Butte County,county,US-ID,US-ID-16023,3,fips_6-4,16023,US,USA,840,USA,US-ID,US-ID-16023,Butte County,geoId/16023,Q111298
Clark County,county,US-IL,US-IL-17023,3,fips_6-4,17023,US,USA,840,USA,US-IL,US-IL-17023,Clark County,geoId/17023,Q110532
Clinton County,county,US-IN,US-IN-18023,3,fips_6-4,18023,US,USA,840,USA,US-IN,US-IN-18023,Clinton County,geoId/18023,Q509861
Butler County,county,US-IA,US-IA-19023,3,fips_6-4,19023,US,USA,840,USA,US-IA,US-IA-19023,Butler County,geoId/19023,Q113783
Cheyenne County,county,US-KS,US-KS-20023,3,fips_6-4,20023,US,USA,840,USA,US-KS,US-KS-20023,Cheyenne County,geoId/20023,Q376483
Bracken County,county,US-KY,US-KY-21023,3,fips_6-4,21023,US,USA,840,USA,US-KY,US-KY-21023,Bracken County,geoId/21023,Q491945
Cameron Parish,county,US-LA,US-LA-22023,3,fips_6-4,22023,US,USA,840,USA,US-LA,US-LA-22023,Cameron Parish,geoId/22023,Q497964
Sagadahoc County,county,US-ME,US-ME-23023,3,fips_6-4,23023,US,USA,840,USA,US-ME,US-ME-23023,Sagadahoc County,geoId/23023,Q507216
Garrett County,county,US-MD,US-MD-24023,3,fips_6-4,24023,US,USA,840,USA,US-MD,US-MD-24023,Garrett County,geoId/24023,Q501236
Plymouth County,county,US-MA,US-MA-25023,3,fips_6-4,25023,US,USA,840,USA,US-MA,US-MA-25023,Plymouth County,geoId/25023,Q54086
Branch County,county,US-MI,US-MI-26023,3,fips_6-4,26023,US,USA,840,USA,US-MI,US-MI-26023,Branch County,geoId/26023,Q167580
Chippewa County,county,US-MN,US-MN-27023,3,fips_6-4,27023,US,USA,840,USA,US-MN,US-MN-27023,Chippewa County,geoId/27023,Q109846
Clarke County,county,US-MS,US-MS-28023,3,fips_6-4,28023,US,USA,840,USA,US-MS,US-MS-28023,Clarke County,geoId/28023,Q115349
Butler County,county,US-MO,US-MO-29023,3,fips_6-4,29023,US,USA,840,USA,US-MO,US-MO-29023,Butler County,geoId/29023,Q484457
Deer Lodge County,county,US-MT,US-MT-30023,3,fips_6-4,30023,US,USA,840,USA,US-MT,US-MT-30023,Deer Lodge County,geoId/30023,Q490774
Butler County,county,US-NE,US-NE-31023,3,fips_6-4,31023,US,USA,840,USA,US-NE,US-NE-31023,Butler County,geoId/31023,Q156500
Nye County,county,US-NV,US-NV-32023,3,fips_6-4,32023,US,USA,840,USA,US-NV,US-NV-32023,Nye County,geoId/32023,Q484418
Middlesex County,county,US-NJ,US-NJ-34023,3,fips_6-4,34023,US,USA,840,USA,US-NJ,US-NJ-34023,Middlesex County,geoId/34023,Q496862
Hidalgo County,county,US-NM,US-NM-35023,3,fips_6-4,35023,US,USA,840,USA,US-NM,US-NM-35023,Hidalgo County,geoId/35023,Q489613
Cortland County,county,US-NY,US-NY-36023,3,fips_6-4,36023,US,USA,840,USA,US-NY,US-NY-36023,Cortland County,geoId/36023,Q487610
Burke County,county,US-NC,US-NC-37023,3,fips_6-4,37023,US,USA,840,USA,US-NC,US-NC-37023,Burke County,geoId/37023,Q504366
Divide County,county,US-ND,US-ND-38023,3,fips_6-4,38023,US,USA,840,USA,US-ND,US-ND-38023,Divide County,geoId/38023,Q28311
Clark County,county,US-OH,US-OH-39023,3,fips_6-4,39023,US,USA,840,USA,US-OH,US-OH-39023,Clark County,geoId/39023,Q485558
Choctaw County,county,US-OK,US-OK-40023,3,fips_6-4,40023,US,USA,840,USA,US-OK,US-OK-40023,Choctaw County,geoId/40023,Q490745
Grant County,county,US-OR,US-OR-41023,3,fips_6-4,41023,US,USA,840,USA,US-OR,US-OR-41023,Grant County,geoId/41023,Q484378
Cameron County,county,US-PA,US-PA-42023,3,fips_6-4,42023,US,USA,840,USA,US-PA,US-PA-42023,Cameron County,geoId/42023,Q494142
Chester County,county,US-SC,US-SC-45023,3,fips_6-4,45023,US,USA,840,USA,US-SC,US-SC-45023,Chester County,geoId/45023,Q497377
Charles Mix County,county,US-SD,US-SD-46023,3,fips_6-4,46023,US,USA,840,USA,US-SD,US-SD-46023,Charles Mix County,geoId/46023,Q489159
Chester County,county,US-TN,US-TN-47023,3,fips_6-4,47023,US,USA,840,USA,US-TN,US-TN-47023,Chester County,geoId/47023,Q494799
Baylor County,county,US-TX,US-TX-48023,3,fips_6-4,48023,US,USA,840,USA,US-TX,US-TX-48023,Baylor County,geoId/48023,Q108520
Juab County,county,US-UT,US-UT-49023,3,fips_6-4,49023,US,USA,840,USA,US-UT,US-UT-49023,Juab County,geoId/49023,Q26689
Washington County,county,US-VT,US-VT-50023,3,fips_6-4,50023,US,USA,840,USA,US-VT,US-VT-50023,Washington County,geoId/50023,Q505380
Botetourt County,county,US-VA,US-VA-51023,3,fips_6-4,51023,US,USA,840,USA,US-VA,US-VA-51023,Botetourt County,geoId/51023,Q495132
Garfield County,county,US-WA,US-WA-53023,3,fips_6-4,53023,US,USA,840,USA,US-WA,US-WA-53023,Garfield County,geoId/53023,Q695782
Grant County,county,US-WV,US-WV-54023,3,fips_6-4,54023,US,USA,840,USA,US-WV,US-WV-54023,Grant County,geoId/54023,Q494223
Crawford County,county,US-WI,US-WI-55023,3,fips_6-4,55023,US,USA,840,USA,US-WI,US-WI-55023,Crawford County,geoId/55023,Q494899
Lincoln County,county,US-WY,US-WY-56023,3,fips_6-4,56023,US,USA,840,USA,US-WY,US-WY-56023,Lincoln County,geoId/56023,Q484527
Cabo Rojo Municipio,county,US-PR,US-PR-72023,3,fips_6-4,72023,US,USA,840,USA,US-PR,US-PR-72023,Cabo Rojo Municipio,geoId/72023,Q1019607
Clarke County,county,US-AL,US-AL-01025,3,fips_6-4,01025,US,USA,840,USA,US-AL,US-AL-01025,Clarke County,geoId/01025,Q111273
Yavapai County,county,US-AZ,US-AZ-04025,3,fips_6-4,04025,US,USA,840,USA,US-AZ,US-AZ-04025,Yavapai County,geoId/04025,Q58711
Cleveland County,county,US-AR,US-AR-05025,3,fips_6-4,05025,US,USA,840,USA,US-AR,US-AR-05025,Cleveland County,geoId/05025,Q61032
Imperial County,county,US-CA,US-CA-06025,3,fips_6-4,06025,US,USA,840,USA,US-CA,US-CA-06025,Imperial County,geoId/06025,Q169952
Crowley County,county,US-CO,US-CO-08025,3,fips_6-4,08025,US,USA,840,USA,US-CO,US-CO-08025,Crowley County,geoId/08025,Q312254
Brantley County,county,US-GA,US-GA-13025,3,fips_6-4,13025,US,USA,840,USA,US-GA,US-GA-13025,Brantley County,geoId/13025,Q156650
Camas County,county,US-ID,US-ID-16025,3,fips_6-4,16025,US,USA,840,USA,US-ID,US-ID-16025,Camas County,geoId/16025,Q486054
Clay County,county,US-IL,US-IL-17025,3,fips_6-4,17025,US,USA,840,USA,US-IL,US-IL-17025,Clay County,geoId/17025,Q110417
Crawford County,county,US-IN,US-IN-18025,3,fips_6-4,18025,US,USA,840,USA,US-IN,US-IN-18025,Crawford County,geoId/18025,Q509092
Calhoun County,county,US-IA,US-IA-19025,3,fips_6-4,19025,US,USA,840,USA,US-IA,US-IA-19025,Calhoun County,geoId/19025,Q111530
Clark County,county,US-KS,US-KS-20025,3,fips_6-4,20025,US,USA,840,USA,US-KS,US-KS-20025,Clark County,geoId/20025,Q376755
Breathitt County,county,US-KY,US-KY-21025,3,fips_6-4,21025,US,USA,840,USA,US-KY,US-KY-21025,Breathitt County,geoId/21025,Q491843
Catahoula Parish,county,US-LA,US-LA-22025,3,fips_6-4,22025,US,USA,840,USA,US-LA,US-LA-22025,Catahoula Parish,geoId/22025,Q505282
Somerset County,county,US-ME,US-ME-23025,3,fips_6-4,23025,US,USA,840,USA,US-ME,US-ME-23025,Somerset County,geoId/23025,Q506363
Harford County,county,US-MD,US-MD-24025,3,fips_6-4,24025,US,USA,840,USA,US-MD,US-MD-24025,Harford County,geoId/24025,Q501284
Suffolk County,county,US-MA,US-MA-25025,3,fips_6-4,25025,US,USA,840,USA,US-MA,US-MA-25025,Suffolk County,geoId/25025,Q54072
Calhoun County,county,US-MI,US-MI-26025,3,fips_6-4,26025,US,USA,840,USA,US-MI,US-MI-26025,Calhoun County,geoId/26025,Q137516
Chisago County,county,US-MN,US-MN-27025,3,fips_6-4,27025,US,USA,840,USA,US-MN,US-MN-27025,Chisago County,geoId/27025,Q486309
Clay County,county,US-MS,US-MS-28025,3,fips_6-4,28025,US,USA,840,USA,US-MS,US-MS-28025,Clay County,geoId/28025,Q111291
Caldwell County,county,US-MO,US-MO-29025,3,fips_6-4,29025,US,USA,840,USA,US-MO,US-MO-29025,Caldwell County,geoId/29025,Q484505
Fallon County,county,US-MT,US-MT-30025,3,fips_6-4,30025,US,USA,840,USA,US-MT,US-MT-30025,Fallon County,geoId/30025,Q373575
Cass County,county,US-NE,US-NE-31025,3,fips_6-4,31025,US,USA,840,USA,US-NE,US-NE-31025,Cass County,geoId/31025,Q484239
Monmouth County,county,US-NJ,US-NJ-34025,3,fips_6-4,34025,US,USA,840,USA,US-NJ,US-NJ-34025,Monmouth County,geoId/34025,Q502424
Lea County,county,US-NM,US-NM-35025,3,fips_6-4,35025,US,USA,840,USA,US-NM,US-NM-35025,Lea County,geoId/35025,Q489616
Delaware County,county,US-NY,US-NY-36025,3,fips_6-4,36025,US,USA,840,USA,US-NY,US-NY-36025,Delaware County,geoId/36025,Q115289
Cabarrus County,county,US-NC,US-NC-37025,3,fips_6-4,37025,US,USA,840,USA,US-NC,US-NC-37025,Cabarrus County,geoId/37025,Q176307
Dunn County,county,US-ND,US-ND-38025,3,fips_6-4,38025,US,USA,840,USA,US-ND,US-ND-38025,Dunn County,geoId/38025,Q28503
Clermont County,county,US-OH,US-OH-39025,3,fips_6-4,39025,US,USA,840,USA,US-OH,US-OH-39025,Clermont County,geoId/39025,Q485582
Cimarron County,county,US-OK,US-OK-40025,3,fips_6-4,40025,US,USA,840,USA,US-OK,US-OK-40025,Cimarron County,geoId/40025,Q485044
Harney County,county,US-OR,US-OR-41025,3,fips_6-4,41025,US,USA,840,USA,US-OR,US-OR-41025,Harney County,geoId/41025,Q484367
Carbon County,county,US-PA,US-PA-42025,3,fips_6-4,42025,US,USA,840,USA,US-PA,US-PA-42025,Carbon County,geoId/42025,Q488698
Chesterfield County,county,US-SC,US-SC-45025,3,fips_6-4,45025,US,USA,840,USA,US-SC,US-SC-45025,Chesterfield County,geoId/45025,Q502419
Clark County,county,US-SD,US-SD-46025,3,fips_6-4,46025,US,USA,840,USA,US-SD,US-SD-46025,Clark County,geoId/46025,Q489083
Claiborne County,county,US-TN,US-TN-47025,3,fips_6-4,47025,US,USA,840,USA,US-TN,US-TN-47025,Claiborne County,geoId/47025,Q495017
Bee County,county,US-TX,US-TX-48025,3,fips_6-4,48025,US,USA,840,USA,US-TX,US-TX-48025,Bee County,geoId/48025,Q108397
Kane County,county,US-UT,US-UT-49025,3,fips_6-4,49025,US,USA,840,USA,US-UT,US-UT-49025,Kane County,geoId/49025,Q26628
Windham County,county,US-VT,US-VT-50025,3,fips_6-4,50025,US,USA,840,USA,US-VT,US-VT-50025,Windham County,geoId/50025,Q17174784
Brunswick County,county,US-VA,US-VA-51025,3,fips_6-4,51025,US,USA,840,USA,US-VA,US-VA-51025,Brunswick County,geoId/51025,Q494180
Grant County,county,US-WA,US-WA-53025,3,fips_6-4,53025,US,USA,840,USA,US-WA,US-WA-53025,Grant County,geoId/53025,Q281681
Greenbrier County,county,US-WV,US-WV-54025,3,fips_6-4,54025,US,USA,840,USA,US-WV,US-WV-54025,Greenbrier County,geoId/54025,Q494203
Dane County,county,US-WI,US-WI-55025,3,fips_6-4,55025,US,USA,840,USA,US-WI,US-WI-55025,Dane County,geoId/55025,Q502200
Natrona County,county,US-WY,US-WY-56025,3,fips_6-4,56025,US,USA,840,USA,US-WY,US-WY-56025,Natrona County,geoId/56025,Q110592
Caguas Municipio,county,US-PR,US-PR-72025,3,fips_6-4,72025,US,USA,840,USA,US-PR,US-PR-72025,Caguas Municipio,geoId/72025,Q527268
Clay County,county,US-AL,US-AL-01027,3,fips_6-4,01027,US,USA,840,USA,US-AL,US-AL-01027,Clay County,geoId/01027,Q156570
Yuma County,county,US-AZ,US-AZ-04027,3,fips_6-4,04027,US,USA,840,USA,US-AZ,US-AZ-04027,Yuma County,geoId/04027,Q58698
Columbia County,county,US-AR,US-AR-05027,3,fips_6-4,05027,US,USA,840,USA,US-AR,US-AR-05027,Columbia County,geoId/05027,Q61358
Inyo County,county,US-CA,US-CA-06027,3,fips_6-4,06027,US,USA,840,USA,US-CA,US-CA-06027,Inyo County,geoId/06027,Q109670
Custer County,county,US-CO,US-CO-08027,3,fips_6-4,08027,US,USA,840,USA,US-CO,US-CO-08027,Custer County,geoId/08027,Q312155
DeSoto County,county,US-FL,US-FL-12027,3,fips_6-4,12027,US,USA,840,USA,US-FL,US-FL-12027,DeSoto County,geoId/12027,Q488796
Brooks County,county,US-GA,US-GA-13027,3,fips_6-4,13027,US,USA,840,USA,US-GA,US-GA-13027,Brooks County,geoId/13027,Q488175
Canyon County,county,US-ID,US-ID-16027,3,fips_6-4,16027,US,USA,840,USA,US-ID,US-ID-16027,Canyon County,geoId/16027,Q486078
Clinton County,county,US-IL,US-IL-17027,3,fips_6-4,17027,US,USA,840,USA,US-IL,US-IL-17027,Clinton County,geoId/17027,Q110555
Daviess County,county,US-IN,US-IN-18027,3,fips_6-4,18027,US,USA,840,USA,US-IN,US-IN-18027,Daviess County,geoId/18027,Q220005
Carroll County,county,US-IA,US-IA-19027,3,fips_6-4,19027,US,USA,840,USA,US-IA,US-IA-19027,Carroll County,geoId/19027,Q430113
Clay County,county,US-KS,US-KS-20027,3,fips_6-4,20027,US,USA,840,USA,US-KS,US-KS-20027,Clay County,geoId/20027,Q376120
Breckinridge County,county,US-KY,US-KY-21027,3,fips_6-4,21027,US,USA,840,USA,US-KY,US-KY-21027,Breckinridge County,geoId/21027,Q491862
Claiborne Parish,county,US-LA,US-LA-22027,3,fips_6-4,22027,US,USA,840,USA,US-LA,US-LA-22027,Claiborne Parish,geoId/22027,Q504318
Waldo County,county,US-ME,US-ME-23027,3,fips_6-4,23027,US,USA,840,USA,US-ME,US-ME-23027,Waldo County,geoId/23027,Q507931
Howard County,county,US-MD,US-MD-24027,3,fips_6-4,24027,US,USA,840,USA,US-MD,US-MD-24027,Howard County,geoId/24027,Q398939
Worcester County,county,US-MA,US-MA-25027,3,fips_6-4,25027,US,USA,840,USA,US-MA,US-MA-25027,Worcester County,geoId/25027,Q54093
Cass County,county,US-MI,US-MI-26027,3,fips_6-4,26027,US,USA,840,USA,US-MI,US-MI-26027,Cass County,geoId/26027,Q167583
Clay County,county,US-MN,US-MN-27027,3,fips_6-4,27027,US,USA,840,USA,US-MN,US-MN-27027,Clay County,geoId/27027,Q111831
Coahoma County,county,US-MS,US-MS-28027,3,fips_6-4,28027,US,USA,840,USA,US-MS,US-MS-28027,Coahoma County,geoId/28027,Q156575
Callaway County,county,US-MO,US-MO-29027,3,fips_6-4,29027,US,USA,840,USA,US-MO,US-MO-29027,Callaway County,geoId/29027,Q485213
Fergus County,county,US-MT,US-MT-30027,3,fips_6-4,30027,US,USA,840,USA,US-MT,US-MT-30027,Fergus County,geoId/30027,Q496693
Cedar County,county,US-NE,US-NE-31027,3,fips_6-4,31027,US,USA,840,USA,US-NE,US-NE-31027,Cedar County,geoId/31027,Q490779
Pershing County,county,US-NV,US-NV-32027,3,fips_6-4,32027,US,USA,840,USA,US-NV,US-NV-32027,Pershing County,geoId/32027,Q484342
Morris County,county,US-NJ,US-NJ-34027,3,fips_6-4,34027,US,USA,840,USA,US-NJ,US-NJ-34027,Morris County,geoId/34027,Q498163
Lincoln County,county,US-NM,US-NM-35027,3,fips_6-4,35027,US,USA,840,USA,US-NM,US-NM-35027,Lincoln County,geoId/35027,Q487243
Dutchess County,county,US-NY,US-NY-36027,3,fips_6-4,36027,US,USA,840,USA,US-NY,US-NY-36027,Dutchess County,geoId/36027,Q115148
Caldwell County,county,US-NC,US-NC-37027,3,fips_6-4,37027,US,USA,840,USA,US-NC,US-NC-37027,Caldwell County,geoId/37027,Q497908
Eddy County,county,US-ND,US-ND-38027,3,fips_6-4,38027,US,USA,840,USA,US-ND,US-ND-38027,Eddy County,geoId/38027,Q48863
Clinton County,county,US-OH,US-OH-39027,3,fips_6-4,39027,US,USA,840,USA,US-OH,US-OH-39027,Clinton County,geoId/39027,Q113875
Cleveland County,county,US-OK,US-OK-40027,3,fips_6-4,40027,US,USA,840,USA,US-OK,US-OK-40027,Cleveland County,geoId/40027,Q484603
Hood River County,county,US-OR,US-OR-41027,3,fips_6-4,41027,US,USA,840,USA,US-OR,US-OR-41027,Hood River County,geoId/41027,Q484361
Centre County,county,US-PA,US-PA-42027,3,fips_6-4,42027,US,USA,840,USA,US-PA,US-PA-42027,Centre County,geoId/42027,Q494248
Clarendon County,county,US-SC,US-SC-45027,3,fips_6-4,45027,US,USA,840,USA,US-SC,US-SC-45027,Clarendon County,geoId/45027,Q497871
Clay County,county,US-SD,US-SD-46027,3,fips_6-4,46027,US,USA,840,USA,US-SD,US-SD-46027,Clay County,geoId/46027,Q489273
Clay County,county,US-TN,US-TN-47027,3,fips_6-4,47027,US,USA,840,USA,US-TN,US-TN-47027,Clay County,geoId/47027,Q494818
Bell County,county,US-TX,US-TX-48027,3,fips_6-4,48027,US,USA,840,USA,US-TX,US-TX-48027,Bell County,geoId/48027,Q108428
Millard County,county,US-UT,US-UT-49027,3,fips_6-4,49027,US,USA,840,USA,US-UT,US-UT-49027,Millard County,geoId/49027,Q26760
Windsor County,county,US-VT,US-VT-50027,3,fips_6-4,50027,US,USA,840,USA,US-VT,US-VT-50027,Windsor County,geoId/50027,Q513994
Buchanan County,county,US-VA,US-VA-51027,3,fips_6-4,51027,US,USA,840,USA,US-VA,US-VA-51027,Buchanan County,geoId/51027,Q495181
Grays Harbor County,county,US-WA,US-WA-53027,3,fips_6-4,53027,US,USA,840,USA,US-WA,US-WA-53027,Grays Harbor County,geoId/53027,Q493222
Hampshire County,county,US-WV,US-WV-54027,3,fips_6-4,54027,US,USA,840,USA,US-WV,US-WV-54027,Hampshire County,geoId/54027,Q493610
Dodge County,county,US-WI,US-WI-55027,3,fips_6-4,55027,US,USA,840,USA,US-WI,US-WI-55027,Dodge County,geoId/55027,Q372796
Niobrara County,county,US-WY,US-WY-56027,3,fips_6-4,56027,US,USA,840,USA,US-WY,US-WY-56027,Niobrara County,geoId/56027,Q485641
Camuy Municipio,county,US-PR,US-PR-72027,3,fips_6-4,72027,US,USA,840,USA,US-PR,US-PR-72027,Camuy,geoId/72027,Q2380860
Los Alamos County,county,US-NM,US-NM-35028,3,fips_6-4,35028,US,USA,840,USA,US-NM,US-NM-35028,Los Alamos County,geoId/35028,Q484296
