region_code,region_code_level,region_type,region_code_type,region_name,local_variant,local_language_name,alt_name_1,local_numeric_code,local_alpha_code,alt_name_2,alt_name_3,alt_name_4
LK-33,3,district,iso_3166-2,Hambantota,Hambantŏṭa,Ampāntōṭṭai,,,,,,
LK-4,2,province,iso_3166-2,Northern Province,Uturu paḷāta,Vaṭakku mākāṇam,,,,,,
LK-41,3,district,iso_3166-2,Jaffna,Yāpanaya,Yāl̮ppāṇam,,,,,,
LK-42,3,district,iso_3166-2,Kilinochchi,Kilinŏchchi,Kiḷinochchi,,,,,,
LK-43,3,district,iso_3166-2,Mannar,Mannārama,Maṉṉār,,,,,,
LK-44,3,district,iso_3166-2,Vavuniya,Vavuniyāva,Vavuṉiyā,,,,,,
LK-45,3,district,iso_3166-2,Mullaittivu,Mulativ,Mullaittīvu,,,,,,
LK-5,2,province,iso_3166-2,Eastern Province,Næ̆gĕnahira paḷāta,Kil̮akku mākāṇam,,,,,,
LK-51,3,district,iso_3166-2,Batticaloa,Maḍakalapuva,Maṭṭakkaḷappu,,,,,,
LK-52,3,district,iso_3166-2,Ampara,Ampāra,Ampāṟai,,,,,,
LK-53,3,district,iso_3166-2,Trincomalee,Trikuṇāmalaya,Tirukŏṇamalai,,,,,,
LK-6,2,province,iso_3166-2,North Western Province,Vayamba paḷāta,Vaṭamel mākāṇam,,,,,,
LK-61,3,district,iso_3166-2,Kurunegala,Kuruṇægala,Kurunākal,,,,,,
LK-62,3,district,iso_3166-2,Puttalam,Puttalama,Puttaḷam,,,,,,
LK-7,2,province,iso_3166-2,North Central Province,Uturumæ̆da paḷāta,Vaṭamattiya mākāṇam,,,,,,
LK-71,3,district,iso_3166-2,Anuradhapura,Anurādhapura,Anurātapuram,,,,,,
LK-72,3,district,iso_3166-2,Polonnaruwa,Pŏḷŏnnaruva,Pŏlaṉṉaṛuvai,,,,,,
LK-8,2,province,iso_3166-2,Uva Province,Ūva paḷāta,Ūvā mākāṇam,,,,,,
LK-81,3,district,iso_3166-2,Badulla,Badulla,Patuḷai,,,,,,
LK-82,3,district,iso_3166-2,Monaragala,Mŏṇarāgala,Mŏṉarākalai,,,,,,
LK-9,2,province,iso_3166-2,Sabaragamuwa Province,Sabaragamuva paḷāta,Chappirakamuva mākāṇam,,,,,,
LK-91,3,district,iso_3166-2,Ratnapura,Ratnapura,Irattiṉapuri,,,,,,
LK-92,3,district,iso_3166-2,Kegalla,Kægalla,Kekālai,,,,,,
LR-BG,2,county,iso_3166-2,Bong,,,,,,,,
LR-BM,2,county,iso_3166-2,Bomi,,,,,,,,
LR-CM,2,county,iso_3166-2,Grand Cape Mount,,,,,,,,
LR-GB,2,county,iso_3166-2,Grand Bassa,,,,,,,,
LR-GG,2,county,iso_3166-2,Grand Gedeh,,,,,,,,
LR-GK,2,county,iso_3166-2,Grand Kru,,,,,,,,
LR-GP,2,county,iso_3166-2,Gbarpolu,,,,,,,,
LR-LO,2,county,iso_3166-2,Lofa,,,,,,,,
LR-MG,2,county,iso_3166-2,Margibi,,,,,,,,
LR-MO,2,county,iso_3166-2,Montserrado,,,,,,,,
LR-MY,2,county,iso_3166-2,Maryland,,,,,,,,
LR-NI,2,county,iso_3166-2,Nimba,,,,,,,,
LR-RG,2,county,iso_3166-2,River Gee,,,,,,,,
LR-RI,2,county,iso_3166-2,"River Cess
(local variant is Rivercess)",,,,,,,,
LR-SI,2,county,iso_3166-2,Sinoe,,,,,,,,
LS-A,2,district,iso_3166-2,Maseru,,,,,,,,
LS-B,2,district,iso_3166-2,Butha-Buthe,,,,,,,,
LS-C,2,district,iso_3166-2,Leribe,,,,,,,,
LS-D,2,district,iso_3166-2,Berea,,,,,,,,
LS-E,2,district,iso_3166-2,Mafeteng,,,,,,,,
LS-F,2,district,iso_3166-2,Mohale's Hoek,,,,,,,,
LS-G,2,district,iso_3166-2,Quthing,,,,,,,,
LS-H,2,district,iso_3166-2,Qacha's Nek,,,,,,,,
LS-J,2,district,iso_3166-2,Mokhotlong,,,,,,,,
LS-K,2,district,iso_3166-2,Thaba-Tseka,,,,,,,,
LT-AL,2,county,iso_3166-2,Alytaus apskritis,Alytus County,,,,,,,
LT-KL,2,county,iso_3166-2,Klaipėdos apskritis,Klaipėda County,,,,,,,
LT-KU,2,county,iso_3166-2,Kauno apskritis,Kaunas County,,,,,,,
LT-MR,2,county,iso_3166-2,Marijampolės apskritis,Marijampolė County,,,,,,,
LT-PN,2,county,iso_3166-2,Panevėžio apskritis,Panevėžys County,,,,,,,
LT-SA,2,county,iso_3166-2,Šiaulių apskritis,Šiauliai County,,,,,,,
LT-TA,2,county,iso_3166-2,Tauragės apskritis,Tauragė County,,,,,,,
LT-TE,2,county,iso_3166-2,Telšių apskritis,Telšiai County,,,,,,,
LT-UT,2,county,iso_3166-2,Utenos apskritis,Utena County,,,,,,,
LT-VL,2,county,iso_3166-2,Vilniaus apskritis,Vilnius County,,,,,,,
LU-CA,2,canton,iso_3166-2,Capellen,Capellen,Capellen,Kapellen,,,,,
LU-CL,2,canton,iso_3166-2,Clervaux,Clerf,Clervaux,Klierf,,,,,
LU-DI,2,canton,iso_3166-2,Diekirch,Diekirch,Diekirch,Diekrech,,,,,
LU-EC,2,canton,iso_3166-2,Echternach,Echternach,Echternach,Iechternach,,,,,
LU-ES,2,canton,iso_3166-2,Esch-sur-Alzette,Esch an der Alzette,Esch-sur-Alzette,Esch-Uelzecht,,,,,
LU-GR,2,canton,iso_3166-2,Grevenmacher,Grevenmacher,Grevenmacher,Gréivemaacher,,,,,
LU-LU,2,canton,iso_3166-2,Luxembourg,Luxemburg,Luxembourg,Lëtzebuerg,,,,,
LU-ME,2,canton,iso_3166-2,Mersch,Mersch,Mersch,Miersch,,,,,
LU-RD,2,canton,iso_3166-2,Redange,Redingen,Redange,Réiden-Atert,,,,,
LU-RM,2,canton,iso_3166-2,Remich,Remich,Remich,Réimech,,,,,
LU-VD,2,canton,iso_3166-2,Vianden,Vianden,Vianden,Veianen,,,,,
LU-WI,2,canton,iso_3166-2,Wiltz,Wiltz,Wiltz,Wolz,,,,,
LV-001,2,municipality,iso_3166-2,Aglonas novads,Aglona,,,,,,,
LV-002,2,municipality,iso_3166-2,Aizkraukles novads,Aizkraukle,,,,,,,
LV-003,2,municipality,iso_3166-2,Aizputes novads,Aizpute,,,,,,,
LV-004,2,municipality,iso_3166-2,Aknīstes novads,Aknīste,,,,,,,
LV-005,2,municipality,iso_3166-2,Alojas novads,Aloja,,,,,,,
LV-006,2,municipality,iso_3166-2,Alsungas novads,Alsunga,,,,,,,
LV-007,2,municipality,iso_3166-2,Alūksnes novads,Alūksne,,,,,,,
LV-008,2,municipality,iso_3166-2,Amatas novads,Amata,,,,,,,
LV-009,2,municipality,iso_3166-2,Apes novads,Ape,,,,,,,
LV-010,2,municipality,iso_3166-2,Auces novads,Auce,,,,,,,
LV-011,2,municipality,iso_3166-2,Ādažu novads,Ādaži,,,,,,,
LV-012,2,municipality,iso_3166-2,Babītes novads,Babīte,,,,,,,
LV-013,2,municipality,iso_3166-2,Baldones novads,Baldone,,,,,,,
LV-014,2,municipality,iso_3166-2,Baltinavas novads,Baltinava,,,,,,,
LV-015,2,municipality,iso_3166-2,Balvu novads,Balvi,,,,,,,
LV-016,2,municipality,iso_3166-2,Bauskas novads,Bauska,,,,,,,
LV-017,2,municipality,iso_3166-2,Beverīnas novads,Beverīna,,,,,,,
LV-018,2,municipality,iso_3166-2,Brocēnu novads,Brocēni,,,,,,,
LV-019,2,municipality,iso_3166-2,Burtnieku novads,Burtnieki,,,,,,,
LV-020,2,municipality,iso_3166-2,Carnikavas novads,Carnikava,,,,,,,
LV-021,2,municipality,iso_3166-2,Cesvaines novads,Cesvaine,,,,,,,
LV-022,2,municipality,iso_3166-2,Cēsu novads,Cēsis,,,,,,,
LV-023,2,municipality,iso_3166-2,Ciblas novads,Cibla,,,,,,,
LV-024,2,municipality,iso_3166-2,Dagdas novads,Dagda,,,,,,,
LV-025,2,municipality,iso_3166-2,Daugavpils novads,Daugavpils,,,,,,,
LV-026,2,municipality,iso_3166-2,Dobeles novads,Dobele,,,,,,,
LV-027,2,municipality,iso_3166-2,Dundagas novads,Dundaga,,,,,,,
LV-028,2,municipality,iso_3166-2,Durbes novads,Durbe,,,,,,,
LV-029,2,municipality,iso_3166-2,Engures novads,Engure,,,,,,,
LV-030,2,municipality,iso_3166-2,Ērgļu novads,Ērgļi,,,,,,,
LV-031,2,municipality,iso_3166-2,Garkalnes novads,Garkalne,,,,,,,
LV-032,2,municipality,iso_3166-2,Grobiņas novads,Grobiņa,,,,,,,
LV-033,2,municipality,iso_3166-2,Gulbenes novads,Gulbene,,,,,,,
LV-034,2,municipality,iso_3166-2,Iecavas novads,Iecava,,,,,,,
LV-035,2,municipality,iso_3166-2,Ikšķiles novads,Ikšķile,,,,,,,
LV-036,2,municipality,iso_3166-2,Ilūkstes novads,Ilūkste,,,,,,,
LV-037,2,municipality,iso_3166-2,Inčukalna novads,Inčukalns,,,,,,,
LV-038,2,municipality,iso_3166-2,Jaunjelgavas novads,Jaunjelgava,,,,,,,
LV-039,2,municipality,iso_3166-2,Jaunpiebalgas novads,Jaunpiebalga,,,,,,,
LV-040,2,municipality,iso_3166-2,Jaunpils novads,Jaunpils,,,,,,,
LV-041,2,municipality,iso_3166-2,Jelgavas novads,Jelgava,,,,,,,
LV-042,2,municipality,iso_3166-2,Jēkabpils novads,Jēkabpils,,,,,,,
LV-043,2,municipality,iso_3166-2,Kandavas novads,Kandava,,,,,,,
LV-044,2,municipality,iso_3166-2,Kārsavas novads,Kārsava,,,,,,,
LV-045,2,municipality,iso_3166-2,Kocēnu novads,Kocēni,,,,,,,
LV-046,2,municipality,iso_3166-2,Kokneses novads,Koknese,,,,,,,
LV-047,2,municipality,iso_3166-2,Krāslavas novads,Krāslava,,,,,,,
LV-048,2,municipality,iso_3166-2,Krimuldas novads,Krimulda,,,,,,,
LV-049,2,municipality,iso_3166-2,Krustpils novads,Krustpils,,,,,,,
LV-050,2,municipality,iso_3166-2,Kuldīgas novads,Kuldīga,,,,,,,
LV-051,2,municipality,iso_3166-2,Ķeguma novads,Ķegums,,,,,,,
LV-052,2,municipality,iso_3166-2,Ķekavas novads,Ķekava,,,,,,,
LV-053,2,municipality,iso_3166-2,Lielvārdes novads,Lielvārde,,,,,,,
LV-054,2,municipality,iso_3166-2,Limbažu novads,Limbaži,,,,,,,
LV-055,2,municipality,iso_3166-2,Līgatnes novads,Līgatne,,,,,,,
LV-056,2,municipality,iso_3166-2,Līvānu novads,Līvāni,,,,,,,
LV-057,2,municipality,iso_3166-2,Lubānas novads,Lubāna,,,,,,,
LV-058,2,municipality,iso_3166-2,Ludzas novads,Ludza,,,,,,,
LV-059,2,municipality,iso_3166-2,Madonas novads,Madona,,,,,,,
LV-060,2,municipality,iso_3166-2,Mazsalacas novads,Mazsalaca,,,,,,,
LV-061,2,municipality,iso_3166-2,Mālpils novads,Mālpils,,,,,,,
LV-062,2,municipality,iso_3166-2,Mārupes novads,Mārupe,,,,,,,
LV-063,2,municipality,iso_3166-2,Mērsraga novads,Mērsrags,,,,,,,
LV-064,2,municipality,iso_3166-2,Naukšēnu novads,Naukšēni,,,,,,,
LV-065,2,municipality,iso_3166-2,Neretas novads,Nereta,,,,,,,
LV-066,2,municipality,iso_3166-2,Nīcas novads,Nīca,,,,,,,
LV-067,2,municipality,iso_3166-2,Ogres novads,Ogre,,,,,,,
LV-068,2,municipality,iso_3166-2,Olaines novads,Olaine,,,,,,,
LV-069,2,municipality,iso_3166-2,Ozolnieku novads,Ozolnieki,,,,,,,
LV-070,2,municipality,iso_3166-2,Pārgaujas novads,Pārgauja,,,,,,,
LV-071,2,municipality,iso_3166-2,Pāvilostas novads,Pāvilosta,,,,,,,
LV-072,2,municipality,iso_3166-2,Pļaviņu novads,Pļaviņas,,,,,,,
LV-073,2,municipality,iso_3166-2,Preiļu novads,Preiļi,,,,,,,
LV-074,2,municipality,iso_3166-2,Priekules novads,Priekule,,,,,,,
LV-075,2,municipality,iso_3166-2,Priekuļu novads,Priekuļi,,,,,,,
LV-076,2,municipality,iso_3166-2,Raunas novads,Rauna,,,,,,,
LV-077,2,municipality,iso_3166-2,Rēzeknes novads,Rēzekne,,,,,,,
LV-078,2,municipality,iso_3166-2,Riebiņu novads,Riebiņi,,,,,,,
LV-079,2,municipality,iso_3166-2,Rojas novads,Roja,,,,,,,
LV-080,2,municipality,iso_3166-2,Ropažu novads,Ropaži,,,,,,,
LV-081,2,municipality,iso_3166-2,Rucavas novads,Rucava,,,,,,,
LV-082,2,municipality,iso_3166-2,Rugāju novads,Rugāji,,,,,,,
LV-083,2,municipality,iso_3166-2,Rundāles novads,Rundāle,,,,,,,
LV-084,2,municipality,iso_3166-2,Rūjienas novads,Rūjiena,,,,,,,
LV-085,2,municipality,iso_3166-2,Salas novads,Sala,,,,,,,
LV-086,2,municipality,iso_3166-2,Salacgrīvas novads,Salacgrīva,,,,,,,
LV-087,2,municipality,iso_3166-2,Salaspils novads,Salaspils,,,,,,,
LV-088,2,municipality,iso_3166-2,Saldus novads,Saldus,,,,,,,
LV-089,2,municipality,iso_3166-2,Saulkrastu novads,Saulkrasti,,,,,,,
LV-090,2,municipality,iso_3166-2,Sējas novads,Sēja,,,,,,,
LV-091,2,municipality,iso_3166-2,Siguldas novads,Sigulda,,,,,,,
LV-092,2,municipality,iso_3166-2,Skrīveru novads,Skrīveri,,,,,,,
LV-093,2,municipality,iso_3166-2,Skrundas novads,Skrunda,,,,,,,
LV-094,2,municipality,iso_3166-2,Smiltenes novads,Smiltene,,,,,,,
LV-095,2,municipality,iso_3166-2,Stopiņu novads,Stopiņi,,,,,,,
LV-096,2,municipality,iso_3166-2,Strenču novads,Strenči,,,,,,,
LV-097,2,municipality,iso_3166-2,Talsu novads,Talsi,,,,,,,
LV-098,2,municipality,iso_3166-2,Tērvetes novads,Tērvete,,,,,,,
LV-099,2,municipality,iso_3166-2,Tukuma novads,Tukums,,,,,,,
LV-100,2,municipality,iso_3166-2,Vaiņodes novads,Vaiņode,,,,,,,
LV-101,2,municipality,iso_3166-2,Valkas novads,Valka,,,,,,,
LV-102,2,municipality,iso_3166-2,Varakļānu novads,Varakļāni,,,,,,,
LV-103,2,municipality,iso_3166-2,Vārkavas novads,Vārkava,,,,,,,
LV-104,2,municipality,iso_3166-2,Vecpiebalgas novads,Vecpiebalga,,,,,,,
LV-105,2,municipality,iso_3166-2,Vecumnieku novads,Vecumnieki,,,,,,,
LV-106,2,municipality,iso_3166-2,Ventspils novads,Ventspils,,,,,,,
LV-107,2,municipality,iso_3166-2,Viesītes novads,Viesīte,,,,,,,
LV-108,2,municipality,iso_3166-2,Viļakas novads,Viļaka,,,,,,,
LV-109,2,municipality,iso_3166-2,Viļānu novads,Viļāni,,,,,,,
LV-110,2,municipality,iso_3166-2,Zilupes novads,Zilupe,,,,,,,
LV-DGV,2,republican city,iso_3166-2,Daugavpils,,,,,,,,
LV-JEL,2,republican city,iso_3166-2,Jelgava,,,,,,,,
LV-JKB,2,republican city,iso_3166-2,Jēkabpils,,,,,,,,
LV-JUR,2,republican city,iso_3166-2,Jūrmala,,,,,,,,
LV-LPX,2,republican city,iso_3166-2,Liepāja,,,,,,,,
LV-REZ,2,republican city,iso_3166-2,Rēzekne,,,,,,,,
LV-RIX,2,republican city,iso_3166-2,Rīga,,,,,,,,
LV-VEN,2,republican city,iso_3166-2,Ventspils,,,,,,,,
LV-VMR,2,republican city,iso_3166-2,Valmiera,,,,,,,,
LY-BA,2,popularate,iso_3166-2,Banghāzī,,,,,,,,
LY-BU,2,popularate,iso_3166-2,Al Buţnān,,,,,,,,
LY-DR,2,popularate,iso_3166-2,Darnah,,,,,,,,
LY-GT,2,popularate,iso_3166-2,Ghāt,,,,,,,,
LY-JA,2,popularate,iso_3166-2,Al Jabal al Akhḑar,,,,,,,,
LY-JG,2,popularate,iso_3166-2,Al Jabal al Gharbī,,,,,,,,
LY-JI,2,popularate,iso_3166-2,Al Jafārah,,,,,,,,
LY-JU,2,popularate,iso_3166-2,Al Jufrah,,,,,,,,
LY-KF,2,popularate,iso_3166-2,Al Kufrah,,,,,,,,
LY-MB,2,popularate,iso_3166-2,Al Marqab,,,,,,,,
LY-MI,2,popularate,iso_3166-2,Mişrātah,,,,,,,,
LY-MJ,2,popularate,iso_3166-2,Al Marj,,,,,,,,
LY-MQ,2,popularate,iso_3166-2,Murzuq,,,,,,,,
LY-NL,2,popularate,iso_3166-2,Nālūt,,,,,,,,
LY-NQ,2,popularate,iso_3166-2,An Nuqāţ al Khams,,,,,,,,
LY-SB,2,popularate,iso_3166-2,Sabhā,,,,,,,,
LY-SR,2,popularate,iso_3166-2,Surt,,,,,,,,
LY-TB,2,popularate,iso_3166-2,Ţarābulus,,,,,,,,
LY-WA,2,popularate,iso_3166-2,Al Wāḩāt,,,,,,,,
LY-WD,2,popularate,iso_3166-2,Wādī al Ḩayāt,,,,,,,,
LY-WS,2,popularate,iso_3166-2,Wādī ash Shāţi’,,,,,,,,
LY-ZA,2,popularate,iso_3166-2,Az Zāwiyah,,,,,,,,
MA-01,2,region,iso_3166-2,Tanger-Tétouan-Al Hoceïma,,,,,,,,
MA-02,2,region,iso_3166-2,L'Oriental,,,,,,,,
MA-03,2,region,iso_3166-2,Fès-Meknès,,,,,,,,
MA-04,2,region,iso_3166-2,Rabat-Salé-Kénitra,,,,,,,,
MA-05,2,region,iso_3166-2,Béni Mellal-Khénifra,,,,,,,,
MA-06,2,region,iso_3166-2,Casablanca-Settat,,,,,,,,
MA-07,2,region,iso_3166-2,Marrakech-Safi,,,,,,,,
MA-08,2,region,iso_3166-2,Drâa-Tafilalet,,,,,,,,
MA-09,2,region,iso_3166-2,Souss-Massa,,,,,,,,
MA-10,2,region,iso_3166-2,Guelmim-Oued Noun (EH-partial),,,,,,,,
MA-11,2,region,iso_3166-2,Laâyoune-Sakia El Hamra (EH-partial),,,,,,,,
MA-12,2,region,iso_3166-2,Dakhla-Oued Ed-Dahab (EH),,,,,,,,
MA-AGD,3,prefecture,iso_3166-2,Agadir-Ida-Ou-Tanane,,,,,,,,
MA-AOU,3,province,iso_3166-2,Aousserd (EH),,,,,,,,
MA-ASZ,3,province,iso_3166-2,Assa-Zag (EH-partial),,,,,,,,
MA-AZI,3,province,iso_3166-2,Azilal,,,,,,,,
MA-BEM,3,province,iso_3166-2,Béni Mellal,,,,,,,,
MA-BER,3,province,iso_3166-2,Berkane,,,,,,,,
MA-BES,3,province,iso_3166-2,Benslimane,,,,,,,,
MA-BOD,3,province,iso_3166-2,Boujdour (EH),,,,,,,,
MA-BOM,3,province,iso_3166-2,Boulemane,,,,,,,,
MA-BRR,3,province,iso_3166-2,Berrechid,,,,,,,,
MA-CAS,3,prefecture,iso_3166-2,Casablanca [Dar el Beïda],,,,,,,,
MA-CHE,3,province,iso_3166-2,Chefchaouen,,,,,,,,
MA-CHI,3,province,iso_3166-2,Chichaoua,,,,,,,,
MA-CHT,3,province,iso_3166-2,Chtouka-Ait Baha,,,,,,,,
MA-DRI,3,province,iso_3166-2,Driouch,,,,,,,,
MA-ERR,3,province,iso_3166-2,Errachidia,,,,,,,,
MA-ESI,3,province,iso_3166-2,Essaouira,,,,,,,,
MA-ESM,3,province,iso_3166-2,Es-Semara (EH-partial),,,,,,,,
MA-FAH,3,province,iso_3166-2,Fahs-Anjra,,,,,,,,
MA-FES,3,prefecture,iso_3166-2,Fès,,,,,,,,
MA-FIG,3,province,iso_3166-2,Figuig,,,,,,,,
MA-FQH,3,province,iso_3166-2,Fquih Ben Salah,,,,,,,,
MA-GUE,3,province,iso_3166-2,Guelmim,,,,,,,,
MA-GUF,3,province,iso_3166-2,Guercif,,,,,,,,
MA-HAJ,3,province,iso_3166-2,El Hajeb,,,,,,,,
MA-HAO,3,province,iso_3166-2,Al Haouz,,,,,,,,
MA-HOC,3,province,iso_3166-2,Al Hoceïma,,,,,,,,
MA-IFR,3,province,iso_3166-2,Ifrane,,,,,,,,
MA-INE,3,prefecture,iso_3166-2,Inezgane-Ait Melloul,,,,,,,,
MA-JDI,3,province,iso_3166-2,El Jadida,,,,,,,,
MA-JRA,3,province,iso_3166-2,Jerada,,,,,,,,
MA-KEN,3,province,iso_3166-2,Kénitra,,,,,,,,
MA-KES,3,province,iso_3166-2,El Kelâa des Sraghna,,,,,,,,
MA-KHE,3,province,iso_3166-2,Khemisset,,,,,,,,
MA-KHN,3,province,iso_3166-2,Khenifra,,,,,,,,
MA-KHO,3,province,iso_3166-2,Khouribga,,,,,,,,
MA-LAA,3,province,iso_3166-2,Laâyoune (EH),,,,,,,,
MA-LAR,3,province,iso_3166-2,Larache,,,,,,,,
MA-MAR,3,prefecture,iso_3166-2,Marrakech,,,,,,,,
MA-MDF,3,prefecture,iso_3166-2,M’diq-Fnideq,,,,,,,,
MA-MED,3,province,iso_3166-2,Médiouna,,,,,,,,
MA-MEK,3,prefecture,iso_3166-2,Meknès,,,,,,,,
MA-MID,3,province,iso_3166-2,Midelt,,,,,,,,
MA-MOH,3,prefecture,iso_3166-2,Mohammadia,,,,,,,,
MA-MOU,3,province,iso_3166-2,Moulay Yacoub,,,,,,,,
MA-NAD,3,province,iso_3166-2,Nador,,,,,,,,
MA-NOU,3,province,iso_3166-2,Nouaceur,,,,,,,,
MA-OUA,3,province,iso_3166-2,Ouarzazate,,,,,,,,
MA-OUD,3,province,iso_3166-2,Oued Ed-Dahab (EH),,,,,,,,
MA-OUJ,3,prefecture,iso_3166-2,Oujda-Angad,,,,,,,,
MA-OUZ,3,province,iso_3166-2,Ouezzane,,,,,,,,
MA-RAB,3,prefecture,iso_3166-2,Rabat,,,,,,,,
MA-REH,3,province,iso_3166-2,Rehamna,,,,,,,,
MA-SAF,3,province,iso_3166-2,Safi,,,,,,,,
MA-SAL,3,prefecture,iso_3166-2,Salé,,,,,,,,
MA-SEF,3,province,iso_3166-2,Sefrou,,,,,,,,
MA-SET,3,province,iso_3166-2,Settat,,,,,,,,
MA-SIB,3,province,iso_3166-2,Sidi Bennour,,,,,,,,
MA-SIF,3,province,iso_3166-2,Sidi Ifni,,,,,,,,
MA-SIK,3,province,iso_3166-2,Sidi Kacem,,,,,,,,
MA-SIL,3,province,iso_3166-2,Sidi Slimane,,,,,,,,
MA-SKH,3,prefecture,iso_3166-2,Skhirate-Témara,,,,,,,,
MA-TAF,3,province,iso_3166-2,Tarfaya (EH-partial),,,,,,,,
MA-TAI,3,province,iso_3166-2,Taourirt,,,,,,,,
MA-TAO,3,province,iso_3166-2,Taounate,,,,,,,,
MA-TAR,3,province,iso_3166-2,Taroudant,,,,,,,,
MA-TAT,3,province,iso_3166-2,Tata,,,,,,,,
MA-TAZ,3,province,iso_3166-2,Taza,,,,,,,,
MA-TET,3,province,iso_3166-2,Tétouan,,,,,,,,
MA-TIN,3,province,iso_3166-2,Tinghir,,,,,,,,
MA-TIZ,3,province,iso_3166-2,Tiznit,,,,,,,,
MA-TNG,3,prefecture,iso_3166-2,Tanger-Assilah,,,,,,,,
MA-TNT,3,province,iso_3166-2,Tan-Tan (EH-partial),,,,,,,,
MA-YUS,3,province,iso_3166-2,Youssoufia,,,,,,,,
MA-ZAG,3,province,iso_3166-2,Zagora,,,,,,,,
MC-CL,2,quarter,iso_3166-2,La Colle,,,,,,,,
MC-CO,2,quarter,iso_3166-2,La Condamine,,,,,,,,
MC-FO,2,quarter,iso_3166-2,Fontvieille,,,,,,,,
MC-GA,2,quarter,iso_3166-2,La Gare,,,,,,,,
MC-JE,2,quarter,iso_3166-2,Jardin Exotique,,,,,,,,
MC-LA,2,quarter,iso_3166-2,Larvotto,,,,,,,,
MC-MA,2,quarter,iso_3166-2,Malbousquet,,,,,,,,
MC-MC,2,quarter,iso_3166-2,Monte-Carlo,,,,,,,,
MC-MG,2,quarter,iso_3166-2,Moneghetti,,,,,,,,
MC-MO,2,quarter,iso_3166-2,Monaco-Ville,,,,,,,,
MC-MU,2,quarter,iso_3166-2,Moulins,,,,,,,,
MC-PH,2,quarter,iso_3166-2,Port-Hercule,,,,,,,,
MC-SD,2,quarter,iso_3166-2,Sainte-Dévote,,,,,,,,
MC-SO,2,quarter,iso_3166-2,La Source,,,,,,,,
MC-SP,2,quarter,iso_3166-2,Spélugues,,,,,,,,
MC-SR,2,quarter,iso_3166-2,Saint-Roman,,,,,,,,
MC-VR,2,quarter,iso_3166-2,Vallon de la Rousse,,,,,,,,
MD-AN,2,district,iso_3166-2,Anenii Noi,,,,,,,,
MD-BA,2,city,iso_3166-2,Bălți,,,,,,,,
MD-BD,2,city,iso_3166-2,Bender [Tighina],,,,,,,,
MD-BR,2,district,iso_3166-2,Briceni,,,,,,,,
MD-BS,2,district,iso_3166-2,Basarabeasca,,,,,,,,
MD-CA,2,district,iso_3166-2,Cahul,,,,,,,,
MD-CL,2,district,iso_3166-2,Călărași,,,,,,,,
MD-CM,2,district,iso_3166-2,Cimișlia,,,,,,,,
MD-CR,2,district,iso_3166-2,Criuleni,,,,,,,,
MD-CS,2,district,iso_3166-2,Căușeni,,,,,,,,
MD-CT,2,district,iso_3166-2,Cantemir,,,,,,,,
MD-CU,2,city,iso_3166-2,Chișinău,,,,,,,,
MD-DO,2,district,iso_3166-2,Dondușeni,,,,,,,,
MD-DR,2,district,iso_3166-2,Drochia,,,,,,,,
MD-DU,2,district,iso_3166-2,Dubăsari,,,,,,,,
MD-ED,2,district,iso_3166-2,Edineț,,,,,,,,
MD-FA,2,district,iso_3166-2,Fălești,,,,,,,,
MD-FL,2,district,iso_3166-2,Florești,,,,,,,,
MD-GA,2,autonomous territorial unit,iso_3166-2,"Găgăuzia, Unitatea teritorială autonomă (UTAG)",,,,,,,,
MD-GL,2,district,iso_3166-2,Glodeni,,,,,,,,
MD-HI,2,district,iso_3166-2,Hîncești,,,,,,,,
MD-IA,2,district,iso_3166-2,Ialoveni,,,,,,,,
MD-LE,2,district,iso_3166-2,Leova,,,,,,,,
MD-NI,2,district,iso_3166-2,Nisporeni,,,,,,,,
MD-OC,2,district,iso_3166-2,Ocnița,,,,,,,,
MD-OR,2,district,iso_3166-2,Orhei,,,,,,,,
MD-RE,2,district,iso_3166-2,Rezina,,,,,,,,
MD-RI,2,district,iso_3166-2,Rîșcani,,,,,,,,
MD-SD,2,district,iso_3166-2,Șoldănești,,,,,,,,
MD-SI,2,district,iso_3166-2,Sîngerei,,,,,,,,
MD-SN,2,territorial unit,iso_3166-2,"Stînga Nistrului, unitatea teritorială din",,,,,,,,
MD-SO,2,district,iso_3166-2,Soroca,,,,,,,,
MD-ST,2,district,iso_3166-2,Strășeni,,,,,,,,
MD-SV,2,district,iso_3166-2,Ștefan Vodă,,,,,,,,
MD-TA,2,district,iso_3166-2,Taraclia,,,,,,,,
MD-TE,2,district,iso_3166-2,Telenești,,,,,,,,
MD-UN,2,district,iso_3166-2,Ungheni,,,,,,,,
ME-01,2,municipality,iso_3166-2,Andrijevica,,,,,,,,
ME-02,2,municipality,iso_3166-2,Bar,,,,,,,,
ME-03,2,municipality,iso_3166-2,Berane,,,,,,,,
ME-04,2,municipality,iso_3166-2,Bijelo Polje,,,,,,,,
ME-05,2,municipality,iso_3166-2,Budva,,,,,,,,
ME-06,2,municipality,iso_3166-2,Cetinje,,,,,,,,
ME-07,2,municipality,iso_3166-2,Danilovgrad,,,,,,,,
ME-08,2,municipality,iso_3166-2,Herceg-Novi,,,,,,,,
ME-09,2,municipality,iso_3166-2,Kolašin,,,,,,,,
ME-10,2,municipality,iso_3166-2,Kotor,,,,,,,,
ME-11,2,municipality,iso_3166-2,Mojkovac,,,,,,,,
ME-12,2,municipality,iso_3166-2,Nikšić,,,,,,,,
