region_code,region_code_level,region_type,region_code_type,region_name,local_variant,local_language_name,alt_name_1,local_numeric_code,local_alpha_code,alt_name_2,alt_name_3,alt_name_4
ME-13,2,municipality,iso_3166-2,Plav,,,,,,,,
ME-14,2,municipality,iso_3166-2,Pljevlja,,,,,,,,
ME-15,2,municipality,iso_3166-2,Plužine,,,,,,,,
ME-16,2,municipality,iso_3166-2,Podgorica,,,,,,,,
ME-17,2,municipality,iso_3166-2,Rožaje,,,,,,,,
ME-18,2,municipality,iso_3166-2,Šavnik,,,,,,,,
ME-19,2,municipality,iso_3166-2,Tivat,,,,,,,,
ME-20,2,municipality,iso_3166-2,Ulcinj,,,,,,,,
ME-21,2,municipality,iso_3166-2,Žabljak,,,,,,,,
ME-22,2,municipality,iso_3166-2,Gusinje,,,,,,,,
ME-23,2,municipality,iso_3166-2,Petnjica,,,,,,,,
ME-24,2,municipality,iso_3166-2,Tuzi,,,,,,,,
MG-A,2,province,iso_3166-2,Toamasina,,,,,,,,
MG-D,2,province,iso_3166-2,Antsiranana,,,,,,,,
MG-F,2,province,iso_3166-2,Fianarantsoa,,,,,,,,
MG-M,2,province,iso_3166-2,Mahajanga,,,,,,,,
MG-T,2,province,iso_3166-2,Antananarivo,,,,,,,,
MG-U,2,province,iso_3166-2,Toliara,,,,,,,,
MH-ALK,3,municipality,iso_3166-2,Ailuk,Aelok,,,,,,,
MH-ALL,3,municipality,iso_3166-2,Ailinglaplap,Aelōn̄ḷapḷap,,,,,,,
MH-ARN,3,municipality,iso_3166-2,Arno,Arṇo,,,,,,,
MH-AUR,3,municipality,iso_3166-2,Aur,Aur,,,,,,,
MH-EBO,3,municipality,iso_3166-2,Ebon,Epoon,,,,,,,
MH-ENI,3,municipality,iso_3166-2,Enewetak & Ujelang,Ānewetak & Wūjlan̄,,,,,,,
MH-JAB,3,municipality,iso_3166-2,Jabat,Jebat,,,,,,,
MH-JAL,3,municipality,iso_3166-2,Jaluit,Jālwōj,,,,,,,
MH-KIL,3,municipality,iso_3166-2,Bikini & Kili,Pikinni & Kōle,,,,,,,
MH-KWA,3,municipality,iso_3166-2,Kwajalein,Kuwajleen,,,,,,,
MH-L,2,chain,iso_3166-2,Ralik chain,Ralik chain,,,,,,,
MH-LAE,3,municipality,iso_3166-2,Lae,Lae,,,,,,,
MH-LIB,3,municipality,iso_3166-2,Lib,Ellep,,,,,,,
MH-LIK,3,municipality,iso_3166-2,Likiep,Likiep,,,,,,,
MH-MAJ,3,municipality,iso_3166-2,Majuro,Mājro,,,,,,,
MH-MAL,3,municipality,iso_3166-2,Maloelap,Ṃaḷoeḷap,,,,,,,
MH-MEJ,3,municipality,iso_3166-2,Mejit,Mājej,,,,,,,
MH-MIL,3,municipality,iso_3166-2,Mili,Mile,,,,,,,
MH-NMK,3,municipality,iso_3166-2,Namdrik,Naṃdik,,,,,,,
MH-NMU,3,municipality,iso_3166-2,Namu,Naṃo,,,,,,,
MH-RON,3,municipality,iso_3166-2,Rongelap,Ron̄ḷap,,,,,,,
MH-T,2,chain,iso_3166-2,Ratak chain,Ratak chain,,,,,,,
MH-UJA,3,municipality,iso_3166-2,Ujae,Ujae,,,,,,,
MH-UTI,3,municipality,iso_3166-2,Utrik,Utrōk,,,,,,,
MH-WTH,3,municipality,iso_3166-2,Wotho,Wōtto,,,,,,,
MH-WTJ,3,municipality,iso_3166-2,Wotje,Wōjjā,,,,,,,
MK-101,2,municipality,iso_3166-2,Veles,,,,,,,,
MK-102,2,municipality,iso_3166-2,Gradsko,,,,,,,,
MK-103,2,municipality,iso_3166-2,Demir Kapija,,,,,,,,
MK-104,2,municipality,iso_3166-2,Kavadarci,,,,,,,,
MK-105,2,municipality,iso_3166-2,Lozovo,,,,,,,,
MK-106,2,municipality,iso_3166-2,Negotino,,,,,,,,
MK-107,2,municipality,iso_3166-2,Rosoman,,,,,,,,
MK-108,2,municipality,iso_3166-2,Sveti Nikole,,,,,,,,
MK-109,2,municipality,iso_3166-2,Čaška,,,,,,,,
MK-201,2,municipality,iso_3166-2,Berovo,,,,,,,,
MK-202,2,municipality,iso_3166-2,Vinica,,,,,,,,
MK-203,2,municipality,iso_3166-2,Delčevo,,,,,,,,
MK-204,2,municipality,iso_3166-2,Zrnovci,,,,,,,,
MK-205,2,municipality,iso_3166-2,Karbinci,,,,,,,,
MK-206,2,municipality,iso_3166-2,Kočani,,,,,,,,
MK-207,2,municipality,iso_3166-2,Makedonska Kamenica,,,,,,,,
MK-208,2,municipality,iso_3166-2,Pehčevo,,,,,,,,
MK-209,2,municipality,iso_3166-2,Probištip,,,,,,,,
MK-210,2,municipality,iso_3166-2,Češinovo-Obleševo,,,,,,,,
MK-211,2,municipality,iso_3166-2,Štip,,,,,,,,
MK-301,2,municipality,iso_3166-2,Vevčani,,,,,,,,
MK-303,2,municipality,iso_3166-2,Debar,,,,,,,,
MK-304,2,municipality,iso_3166-2,Debarca,,,,,,,,
MK-307,2,municipality,iso_3166-2,Kičevo,,,,,,,,
MK-308,2,municipality,iso_3166-2,Makedonski Brod,,,,,,,,
MK-310,2,municipality,iso_3166-2,Ohrid,,,,,,,,
MK-311,2,municipality,iso_3166-2,Plasnica,,,,,,,,
MK-312,2,municipality,iso_3166-2,Struga,,,,,,,,
MK-313,2,municipality,iso_3166-2,Centar Župa,,,,,,,,
MK-401,2,municipality,iso_3166-2,Bogdanci,,,,,,,,
MK-402,2,municipality,iso_3166-2,Bosilovo,,,,,,,,
MK-403,2,municipality,iso_3166-2,Valandovo,,,,,,,,
MK-404,2,municipality,iso_3166-2,Vasilevo,,,,,,,,
MK-405,2,municipality,iso_3166-2,Gevgelija,,,,,,,,
MK-406,2,municipality,iso_3166-2,Dojran,,,,,,,,
MK-407,2,municipality,iso_3166-2,Konče,,,,,,,,
MK-408,2,municipality,iso_3166-2,Novo Selo,,,,,,,,
MK-409,2,municipality,iso_3166-2,Radoviš,,,,,,,,
MK-410,2,municipality,iso_3166-2,Strumica,,,,,,,,
MK-501,2,municipality,iso_3166-2,Bitola,,,,,,,,
MK-502,2,municipality,iso_3166-2,Demir Hisar,,,,,,,,
MK-503,2,municipality,iso_3166-2,Dolneni,,,,,,,,
MK-504,2,municipality,iso_3166-2,Krivogaštani,,,,,,,,
MK-505,2,municipality,iso_3166-2,Kruševo,,,,,,,,
MK-506,2,municipality,iso_3166-2,Mogila,,,,,,,,
MK-507,2,municipality,iso_3166-2,Novaci,,,,,,,,
MK-508,2,municipality,iso_3166-2,Prilep,,,,,,,,
MK-509,2,municipality,iso_3166-2,Resen,,,,,,,,
MK-601,2,municipality,iso_3166-2,Bogovinje,,,,,,,,
MK-602,2,municipality,iso_3166-2,Brvenica,,,,,,,,
MK-603,2,municipality,iso_3166-2,Vrapčište,,,,,,,,
MK-604,2,municipality,iso_3166-2,Gostivar,,,,,,,,
MK-605,2,municipality,iso_3166-2,Želino,,,,,,,,
MK-606,2,municipality,iso_3166-2,Jegunovce,,,,,,,,
MK-607,2,municipality,iso_3166-2,Mavrovo i Rostuše,,,,,,,,
MK-608,2,municipality,iso_3166-2,Tearce,,,,,,,,
MK-609,2,municipality,iso_3166-2,Tetovo,,,,,,,,
MK-701,2,municipality,iso_3166-2,Kratovo,,,,,,,,
MK-702,2,municipality,iso_3166-2,Kriva Palanka,,,,,,,,
MK-703,2,municipality,iso_3166-2,Kumanovo,,,,,,,,
MK-704,2,municipality,iso_3166-2,Lipkovo,,,,,,,,
MK-705,2,municipality,iso_3166-2,Rankovce,,,,,,,,
MK-706,2,municipality,iso_3166-2,Staro Nagoričane,,,,,,,,
MK-801,2,municipality,iso_3166-2,Aerodrom,,,,,,,,
MK-802,2,municipality,iso_3166-2,Aračinovo,,,,,,,,
MK-803,2,municipality,iso_3166-2,Butel,,,,,,,,
MK-804,2,municipality,iso_3166-2,Gazi Baba,,,,,,,,
MK-805,2,municipality,iso_3166-2,Gjorče Petrov,,,,,,,,
MK-806,2,municipality,iso_3166-2,Zelenikovo,,,,,,,,
MK-807,2,municipality,iso_3166-2,Ilinden,,,,,,,,
MK-808,2,municipality,iso_3166-2,Karpoš,,,,,,,,
MK-809,2,municipality,iso_3166-2,Kisela Voda,,,,,,,,
MK-810,2,municipality,iso_3166-2,Petrovec,,,,,,,,
MK-811,2,municipality,iso_3166-2,Saraj,,,,,,,,
MK-812,2,municipality,iso_3166-2,Sopište,,,,,,,,
MK-813,2,municipality,iso_3166-2,Studeničani,,,,,,,,
MK-814,2,municipality,iso_3166-2,Centar,,,,,,,,
MK-815,2,municipality,iso_3166-2,Čair,,,,,,,,
MK-816,2,municipality,iso_3166-2,Čučer-Sandevo,,,,,,,,
MK-817,2,municipality,iso_3166-2,Šuto Orizari,,,,,,,,
ML-1,2,region,iso_3166-2,Kayes,,,,,,,,
ML-10,2,region,iso_3166-2,"Taoudénit
(local variants are Taoudenni, Taoudéni)",,,,,,,,
ML-2,2,region,iso_3166-2,Koulikoro,,,,,,,,
ML-3,2,region,iso_3166-2,Sikasso,,,,,,,,
ML-4,2,region,iso_3166-2,Ségou,,,,,,,,
ML-5,2,region,iso_3166-2,Mopti,,,,,,,,
ML-6,2,region,iso_3166-2,Tombouctou,,,,,,,,
ML-7,2,region,iso_3166-2,Gao,,,,,,,,
ML-8,2,region,iso_3166-2,Kidal,,,,,,,,
ML-9,2,region,iso_3166-2,Ménaka,,,,,,,,
ML-BKO,2,district,iso_3166-2,Bamako,,,,,,,,
MM-01,2,region,iso_3166-2,Sagaing,,,,,,,,
MM-02,2,region,iso_3166-2,Bago,,,,,,,,
MM-03,2,region,iso_3166-2,Magway,,,,,,,,
MM-04,2,region,iso_3166-2,Mandalay,,,,,,,,
MM-05,2,region,iso_3166-2,Tanintharyi,,,,,,,,
MM-06,2,region,iso_3166-2,Yangon,,,,,,,,
MM-07,2,region,iso_3166-2,Ayeyarwady,,,,,,,,
MM-11,2,state,iso_3166-2,Kachin,,,,,,,,
MM-12,2,state,iso_3166-2,Kayah,,,,,,,,
MM-13,2,state,iso_3166-2,Kayin,,,,,,,,
MM-14,2,state,iso_3166-2,Chin,,,,,,,,
MM-15,2,state,iso_3166-2,Mon,,,,,,,,
MM-16,2,state,iso_3166-2,Rakhine,,,,,,,,
MM-17,2,state,iso_3166-2,Shan,,,,,,,,
MM-18,2,union territory,iso_3166-2,Nay Pyi Taw,,,,,,,,
MN-035,2,province,iso_3166-2,Orhon,,,,,,,,
MN-037,2,province,iso_3166-2,Darhan uul,,,,,,,,
MN-039,2,province,iso_3166-2,Hentiy,,,,,,,,
MN-041,2,province,iso_3166-2,Hövsgöl,,,,,,,,
MN-043,2,province,iso_3166-2,Hovd,,,,,,,,
MN-046,2,province,iso_3166-2,Uvs,,,,,,,,
MN-047,2,province,iso_3166-2,Töv,,,,,,,,
MN-049,2,province,iso_3166-2,Selenge,,,,,,,,
MN-051,2,province,iso_3166-2,Sühbaatar,,,,,,,,
MN-053,2,province,iso_3166-2,Ömnögovĭ,,,,,,,,
MN-055,2,province,iso_3166-2,Övörhangay,,,,,,,,
MN-057,2,province,iso_3166-2,Dzavhan,,,,,,,,
MN-059,2,province,iso_3166-2,Dundgovĭ,,,,,,,,
MN-061,2,province,iso_3166-2,Dornod,,,,,,,,
MN-063,2,province,iso_3166-2,Dornogovĭ,,,,,,,,
MN-064,2,province,iso_3166-2,Govĭ-Sümber,,,,,,,,
MN-065,2,province,iso_3166-2,Govĭ-Altay,,,,,,,,
MN-067,2,province,iso_3166-2,Bulgan,,,,,,,,
MN-069,2,province,iso_3166-2,Bayanhongor,,,,,,,,
MN-071,2,province,iso_3166-2,Bayan-Ölgiy,,,,,,,,
MN-073,2,province,iso_3166-2,Arhangay,,,,,,,,
MN-1,2,capital city,iso_3166-2,Ulaanbaatar,,,,,,,,
MR-01,2,region,iso_3166-2,Hodh ech Chargui,,,,,,,,
MR-02,2,region,iso_3166-2,Hodh el Gharbi,,,,,,,,
MR-03,2,region,iso_3166-2,Assaba,,,,,,,,
MR-04,2,region,iso_3166-2,Gorgol,,,,,,,,
MR-05,2,region,iso_3166-2,Brakna,,,,,,,,
MR-06,2,region,iso_3166-2,Trarza,,,,,,,,
MR-07,2,region,iso_3166-2,Adrar,,,,,,,,
MR-08,2,region,iso_3166-2,Dakhlet Nouâdhibou,,,,,,,,
MR-09,2,region,iso_3166-2,Tagant,,,,,,,,
MR-10,2,region,iso_3166-2,Guidimaka,,,,,,,,
MR-11,2,region,iso_3166-2,Tiris Zemmour,,,,,,,,
MR-12,2,region,iso_3166-2,Inchiri,,,,,,,,
MR-13,2,region,iso_3166-2,Nuwākshūţ al Gharbīyah,Nouakchott Ouest,,,,,,,
MR-14,2,region,iso_3166-2,Nuwākshūţ ash Shamālīyah,Nouakchott Nord,,,,,,,
MR-15,2,region,iso_3166-2,Nuwākshūţ al Janūbīyah,Nouakchott Sud,,,,,,,
MT-01,2,local_council,iso_3166-2,Attard,Attard,Ħ'Attard,,,,,,
MT-02,2,local_council,iso_3166-2,Balzan,Balzan,Ħal Balzan,,,,,,
MT-03,2,local_council,iso_3166-2,Birgu,Birgu,Il-Birgu,Citta' Vittoriosa,,,,,
MT-04,2,local_council,iso_3166-2,Birkirkara,Birkirkara,Birkirkara,,,,,,
MT-05,2,local_council,iso_3166-2,Birżebbuġa,Birżebbuġa,Birżebbuġa,,,,,,
MT-06,2,local_council,iso_3166-2,Bormla,Bormla,Bormla,Citta' Cospicua,,,,,
MT-07,2,local_council,iso_3166-2,Dingli,Dingli,Ħad-Dingli,,,,,,
MT-08,2,local_council,iso_3166-2,Fgura,Fgura,Il-Fgura,,,,,,
MT-09,2,local_council,iso_3166-2,Floriana,Floriana,Il-Furjana,,,,,,
MT-10,2,local_council,iso_3166-2,Fontana,Fontana,Il-Fontana,,,,,,
MT-11,2,local_council,iso_3166-2,Gudja,Gudja,Il-Gudja,,,,,,
MT-12,2,local_council,iso_3166-2,Gżira,Gżira,Il-Gżira,,,,,,
MT-13,2,local_council,iso_3166-2,Għajnsielem,Għajnsielem,Għajnsielem,,,,,,
MT-14,2,local_council,iso_3166-2,Għarb,Għarb,L-Għarb,,,,,,
MT-15,2,local_council,iso_3166-2,Għargħur,Għargħur,Ħal Għargħur,,,,,,
MT-16,2,local_council,iso_3166-2,Għasri,Għasri,L-Għasri,,,,,,
MT-17,2,local_council,iso_3166-2,Għaxaq,Għaxaq,Ħal Għaxaq,,,,,,
MT-18,2,local_council,iso_3166-2,Ħamrun,Ħamrun,Il-Ħamrun,,,,,,
MT-19,2,local_council,iso_3166-2,Iklin,Iklin,L-Iklin,,,,,,
MT-20,2,local_council,iso_3166-2,Isla,Isla,L-Isla,Citta' Invicta,,,,,
MT-21,2,local_council,iso_3166-2,Kalkara,Kalkara,Il-Kalkara,,,,,,
MT-22,2,local_council,iso_3166-2,Kerċem,Kerċem,Ta' Kerċem,,,,,,
MT-23,2,local_council,iso_3166-2,Kirkop,Kirkop,Ħal Kirkop,,,,,,
MT-24,2,local_council,iso_3166-2,Lija,Lija,Ħal Lija,,,,,,
MT-25,2,local_council,iso_3166-2,Luqa,Luqa,Ħal Luqa,,,,,,
MT-26,2,local_council,iso_3166-2,Marsa,Marsa,Il-Marsa,,,,,,
MT-27,2,local_council,iso_3166-2,Marsaskala,Marsaskala,Marsaskala or Wied il-Għajn,,,,,,
MT-28,2,local_council,iso_3166-2,Marsaxlokk,Marsaxlokk,Marsaxlokk,,,,,,
MT-29,2,local_council,iso_3166-2,Mdina,Mdina,L-Imdina,Citta' Notabile,,,,,
MT-30,2,local_council,iso_3166-2,Mellieħa,Mellieħa,Il-Mellieħa,,,,,,
MT-31,2,local_council,iso_3166-2,Mġarr,Mġarr,L-Imġarr,,,,,,
MT-32,2,local_council,iso_3166-2,Mosta,Mosta,Il-Mosta,,,,,,
MT-33,2,local_council,iso_3166-2,Mqabba,Mqabba,L-Imqabba,,,,,,
MT-34,2,local_council,iso_3166-2,Msida,Msida,L-Imsida,,,,,,
MT-35,2,local_council,iso_3166-2,Mtarfa,Mtarfa,L-Imtarfa,,,,,,
MT-36,2,local_council,iso_3166-2,Munxar,Munxar,Il-Munxar,,,,,,
MT-37,2,local_council,iso_3166-2,Nadur,Nadur,In-Nadur,,,,,,
MT-38,2,local_council,iso_3166-2,Naxxar,Naxxar,In-Naxxar,,,,,,
MT-39,2,local_council,iso_3166-2,Paola,Paola,Paola or Raħal Ġdid,,,,,,
MT-40,2,local_council,iso_3166-2,Pembroke,Pembroke,Pembroke,,,,,,
MT-41,2,local_council,iso_3166-2,Pietà,Pietà,Tal-Pietà,,,,,,
MT-42,2,local_council,iso_3166-2,Qala,Qala,Il-Qala,,,,,,
MT-43,2,local_council,iso_3166-2,Qormi,Qormi,Ħal Qormi,Citta' Pinto,,,,,
MT-44,2,local_council,iso_3166-2,Qrendi,Qrendi,Il-Qrendi,,,,,,
MT-45,2,local_council,iso_3166-2,Rabat Gozo,Rabat Għawdex,"Ir-Rabat, Għawdex",Citta' Vittoria,,,,,
MT-46,2,local_council,iso_3166-2,Rabat Malta,Rabat Malta,"Ir-Rabat, Malta",,,,,,
MT-47,2,local_council,iso_3166-2,Safi,Safi,Ħal Safi,,,,,,
MT-48,2,local_council,iso_3166-2,Saint Julian's,San Ġiljan,San Ġiljan,,,,,,
MT-49,2,local_council,iso_3166-2,Saint John,San Ġwann,San Ġwann,,,,,,
MT-50,2,local_council,iso_3166-2,Saint Lawrence,San Lawrenz,San Lawrenz,,,,,,
MT-51,2,local_council,iso_3166-2,Saint Paul's Bay,San Pawl il-Baħar,San Pawl il-Baħar,,,,,,
MT-52,2,local_council,iso_3166-2,Sannat,Sannat,Ta' Sannat,,,,,,
MT-53,2,local_council,iso_3166-2,Saint Lucia's,Santa Luċija,Santa Luċija,,,,,,
MT-54,2,local_council,iso_3166-2,Santa Venera,Santa Venera,Santa Venera,,,,,,
MT-55,2,local_council,iso_3166-2,Siġġiewi,Siġġiewi,Is-Siġġiewi,Citta' Ferdinand,,,,,
MT-56,2,local_council,iso_3166-2,Sliema,Sliema,Tas-Sliema,,,,,,
MT-57,2,local_council,iso_3166-2,Swieqi,Swieqi,Is-Swieqi,,,,,,
MT-58,2,local_council,iso_3166-2,Ta' Xbiex,Ta' Xbiex,Ta' Xbiex,,,,,,
MT-59,2,local_council,iso_3166-2,Tarxien,Tarxien,Ħal Tarxien,,,,,,
MT-60,2,local_council,iso_3166-2,Valletta,Valletta,Il-Belt Valletta,Citta' Umilissima,,,,,
MT-61,2,local_council,iso_3166-2,Xagħra,Xagħra,Ix-Xagħra,,,,,,
MT-62,2,local_council,iso_3166-2,Xewkija,Xewkija,Ix-Xewkija,,,,,,
MT-63,2,local_council,iso_3166-2,Xgħajra,Xgħajra,Ix-Xgħajra,,,,,,
MT-64,2,local_council,iso_3166-2,Żabbar,Żabbar,Ħaż-Żabbar,Citta' Hompesch,,,,,
MT-65,2,local_council,iso_3166-2,Żebbuġ Gozo,Żebbuġ Għawdex,"Iż-Żebbuġ, Għawdex",,,,,,
MT-66,2,local_council,iso_3166-2,Żebbuġ Malta,Żebbuġ Malta,Ħaż-Żebbuġ,Citta' Rohan,,,,,
MT-67,2,local_council,iso_3166-2,Żejtun,Żejtun,Iż-Żejtun,Citta' Beland,,,,,
MT-68,2,local_council,iso_3166-2,Żurrieq,Żurrieq,Iż-Żurrieq,,,,,,
MU-AG,2,dependency,iso_3166-2,Agalega Islands,,,,,,,,
MU-BL,2,district,iso_3166-2,Black River,,,,,,,,
MU-BR,2,city,iso_3166-2,Beau Bassin-Rose Hill,,,,,,,,
MU-CC,2,dependency,iso_3166-2,Cargados Carajos Shoals,Saint Brandon Islands,,,,,,,
MU-CU,2,city,iso_3166-2,Curepipe,,,,,,,,
MU-FL,2,district,iso_3166-2,Flacq,,,,,,,,
MU-GP,2,district,iso_3166-2,Grand Port,,,,,,,,
MU-MO,2,district,iso_3166-2,Moka,,,,,,,,
MU-PA,2,district,iso_3166-2,Pamplemousses,,,,,,,,
MU-PL,2,district,iso_3166-2,Port Louis,,,,,,,,
MU-PU,2,city,iso_3166-2,Port Louis,,,,,,,,
MU-PW,2,district,iso_3166-2,Plaines Wilhems,,,,,,,,
MU-QB,2,city,iso_3166-2,Quatre Bornes,,,,,,,,
MU-RO,2,dependency,iso_3166-2,Rodrigues Island,,,,,,,,
MU-RR,2,district,iso_3166-2,Rivière du Rempart,,,,,,,,
MU-SA,2,district,iso_3166-2,Savanne,,,,,,,,
MU-VP,2,city,iso_3166-2,Vacoas-Phoenix,,,,,,,,
MV-00,2,atoll,iso_3166-2,Alif Dhaal,Ari Atholhu Dhekunuburi,Mahibadhoo,,,I,,,
MV-01,2,city,iso_3166-2,Seenu/Addu,Addu City,Hithadhoo,,,S,,,
MV-02,2,atoll,iso_3166-2,Alif Alif,Ari Atholhu Uthuruburi,Rasdhoo,,,U,,,
MV-03,2,atoll,iso_3166-2,Lhaviyani,Faadhippolhu,Naifaru,,,G,,,
MV-04,2,atoll,iso_3166-2,Vaavu,Felidhu Atholhu,Felidhoo,,,J,,,
MV-05,2,atoll,iso_3166-2,Laamu,Haddhunmathi,Fonadhoo,,,O,,,
MV-07,2,atoll,iso_3166-2,Haa Alif,Thiladhunmathi Uthuruburi,Didhdhoo,,,A,,,
MV-08,2,atoll,iso_3166-2,Thaa,Kolhumadulu,Veymandoo,,,N,,,
MV-12,2,atoll,iso_3166-2,Meemu,Mulak Atholhu,Muli,,,K,,,
MV-13,2,atoll,iso_3166-2,Raa,Maalhosmadulu Uthuruburi,U'ngoofaaru,,,E,,,
MV-14,2,atoll,iso_3166-2,Faafu,Nilandhe Atholhu Uthuruburi,Nilandhoo,,,L,,,
MV-17,2,atoll,iso_3166-2,Dhaalu,Nilandhe Atholhu Dhekunuburi,Kudahuvadhoo,,,M,,,
MV-20,2,atoll,iso_3166-2,Baa,Maalhosmadulu Dhekunuburi,Eydhafushi,,,F,,,
MV-23,2,city,iso_3166-2,Haa Dhaalu,Thiladhunmathi Dhekunuburi,Kulhudhuffushi,,,B,,,
MV-24,2,atoll,iso_3166-2,Shaviyani,Miladhunmadulu Uthuruburi,Funadhoo,,,C,,,
MV-25,2,atoll,iso_3166-2,Noonu,Miladhunmadulu Dhekunuburi,Manadhoo,,,D,,,
MV-26,2,atoll,iso_3166-2,Kaafu,Malé Atholhu,Thulusdhoo,,,H,,,
MV-27,2,atoll,iso_3166-2,Gaafu Alif,Huvadhu Atholhu Uthuruburi,Villingili,,,P,,,
MV-28,2,atoll,iso_3166-2,Gaafu Dhaalu,Huvadhu Atholhu Dhekunuburi,Thinadhoo,,,Q,,,
MV-29,2,city,iso_3166-2,Gnaviyani,Fuvahmulah City,Fuvahmulah,,,R,,,
MV-MLE,2,city,iso_3166-2,Malé,Malé City,Malé,,,T,,,
MW-BA,3,district,iso_3166-2,Balaka,,,,,,,,
MW-BL,3,district,iso_3166-2,Blantyre,,,,,,,,
MW-C,2,region,iso_3166-2,Central Region,Chapakati,,,,,,,
MW-CK,3,district,iso_3166-2,Chikwawa,,,,,,,,
MW-CR,3,district,iso_3166-2,Chiradzulu,,,,,,,,
MW-CT,3,district,iso_3166-2,Chitipa,,,,,,,,
MW-DE,3,district,iso_3166-2,Dedza,,,,,,,,
MW-DO,3,district,iso_3166-2,Dowa,,,,,,,,
MW-KR,3,district,iso_3166-2,Karonga,,,,,,,,
MW-KS,3,district,iso_3166-2,Kasungu,,,,,,,,
MW-LI,3,district,iso_3166-2,Lilongwe,,,,,,,,
MW-LK,3,district,iso_3166-2,Likoma,,,,,,,,
MW-MC,3,district,iso_3166-2,Mchinji,,,,,,,,
MW-MG,3,district,iso_3166-2,Mangochi,,,,,,,,
MW-MH,3,district,iso_3166-2,Machinga,,,,,,,,
MW-MU,3,district,iso_3166-2,Mulanje,,,,,,,,
MW-MW,3,district,iso_3166-2,Mwanza,,,,,,,,
MW-MZ,3,district,iso_3166-2,Mzimba,,,,,,,,
MW-N,2,region,iso_3166-2,Northern Region,Chakumpoto,,,,,,,
MW-NB,3,district,iso_3166-2,Nkhata Bay,,,,,,,,
MW-NE,3,district,iso_3166-2,Neno,,,,,,,,
MW-NI,3,district,iso_3166-2,Ntchisi,,,,,,,,
MW-NK,3,district,iso_3166-2,Nkhotakota,,,,,,,,
MW-NS,3,district,iso_3166-2,Nsanje,,,,,,,,
MW-NU,3,district,iso_3166-2,Ntcheu,,,,,,,,
MW-PH,3,district,iso_3166-2,Phalombe,,,,,,,,
MW-RU,3,district,iso_3166-2,Rumphi,,,,,,,,
MW-S,2,region,iso_3166-2,Southern Region,Chakumwera,,,,,,,
MW-SA,3,district,iso_3166-2,Salima,,,,,,,,
MW-TH,3,district,iso_3166-2,Thyolo,,,,,,,,
MW-ZO,3,district,iso_3166-2,Zomba,,,,,,,,
MX-AGU,2,state,iso_3166-2,Aguascalientes,,,,,,,,
MX-BCN,2,state,iso_3166-2,Baja California,,,,,,,,
MX-BCS,2,state,iso_3166-2,Baja California Sur,,,,,,,,
MX-CAM,2,state,iso_3166-2,Campeche,,,,,,,,
MX-CHH,2,state,iso_3166-2,Chihuahua,,,,,,,,
MX-CHP,2,state,iso_3166-2,Chiapas,,,,,,,,
MX-CMX,2,capital,iso_3166-2,Ciudad de México,,,,,,,,
MX-COA,2,state,iso_3166-2,Coahuila de Zaragoza,Coahuila,,,,,,,
MX-COL,2,state,iso_3166-2,Colima,,,,,,,,
MX-DUR,2,state,iso_3166-2,Durango,,,,,,,,
MX-GRO,2,state,iso_3166-2,Guerrero,,,,,,,,
MX-GUA,2,state,iso_3166-2,Guanajuato,,,,,,,,
MX-HID,2,state,iso_3166-2,Hidalgo,,,,,,,,
MX-JAL,2,state,iso_3166-2,Jalisco,,,,,,,,
MX-MEX,2,state,iso_3166-2,México,,,,,,,,
MX-MIC,2,state,iso_3166-2,Michoacán de Ocampo,Michoacán,,,,,,,
MX-MOR,2,state,iso_3166-2,Morelos,,,,,,,,
MX-NAY,2,state,iso_3166-2,Nayarit,,,,,,,,
MX-NLE,2,state,iso_3166-2,Nuevo León,,,,,,,,
MX-OAX,2,state,iso_3166-2,Oaxaca,,,,,,,,
MX-PUE,2,state,iso_3166-2,Puebla,,,,,,,,
MX-QUE,2,state,iso_3166-2,Querétaro,,,,,,,,
MX-ROO,2,state,iso_3166-2,Quintana Roo,,,,,,,,
MX-SIN,2,state,iso_3166-2,Sinaloa,,,,,,,,
MX-SLP,2,state,iso_3166-2,San Luis Potosí,,,,,,,,
MX-SON,2,state,iso_3166-2,Sonora,,,,,,,,
MX-TAB,2,state,iso_3166-2,Tabasco,,,,,,,,
MX-TAM,2,state,iso_3166-2,Tamaulipas,,,,,,,,
MX-TLA,2,state,iso_3166-2,Tlaxcala,,,,,,,,
MX-VER,2,state,iso_3166-2,Veracruz de Ignacio de la Llave,Veracruz,,,,,,,
MX-YUC,2,state,iso_3166-2,Yucatán,,,,,,,,
MX-ZAC,2,state,iso_3166-2,Zacatecas,,,,,,,,
MY-01,2,state,iso_3166-2,Johor,,,,,,,,
MY-02,2,state,iso_3166-2,Kedah,,,,,,,,
MY-03,2,state,iso_3166-2,Kelantan,,,,,,,,
MY-04,2,state,iso_3166-2,Melaka,,,,,,,,
MY-05,2,state,iso_3166-2,Negeri Sembilan,,,,,,,,
MY-06,2,state,iso_3166-2,Pahang,,,,,,,,
MY-07,2,state,iso_3166-2,Pulau Pinang,,,,,,,,
MY-08,2,state,iso_3166-2,Perak,,,,,,,,
MY-09,2,state,iso_3166-2,Perlis,,,,,,,,
MY-10,2,state,iso_3166-2,Selangor,,,,,,,,
MY-11,2,state,iso_3166-2,Terengganu,,,,,,,,
MY-12,2,state,iso_3166-2,Sabah,,,,,,,,
MY-13,2,state,iso_3166-2,Sarawak,,,,,,,,
